words,808s & Heartbreak,Graduation,JESUS IS KING,Late Registration,My Beautiful Dark Twisted Fantasy,The College Dropout,The Life of Pablo,Yeezus,ye
remote,0,0,0,0,0,1,0,0,0
renge,0,0,0,0,0,0,1,0,0
renovation,0,0,0,0,0,0,1,0,0
rent,0,0,0,0,1,1,0,1,0
renta,0,0,0,0,1,0,0,0,0
rental,0,0,0,0,0,1,0,0,0
rented,0,1,0,1,0,0,0,0,0
rep,0,0,0,0,1,1,0,1,0
repaint,0,0,0,0,0,0,0,0,1
reparation,0,0,0,1,0,0,0,0,0
repeatedly,0,0,0,0,0,1,0,0,0
repent,1,0,0,0,0,0,0,0,0
repertoire,0,0,0,0,0,0,1,0,0
replacing,0,0,0,0,1,0,0,0,0
replied,0,0,2,0,0,1,0,0,0
repo,0,0,0,1,0,0,0,0,0
repod,0,0,0,0,0,1,0,0,0
report,1,0,0,0,0,0,0,1,0
reporter,0,0,0,0,0,0,0,1,0
represent,0,0,0,1,0,1,0,0,0
representin,0,1,0,0,0,0,0,0,0
reptile,0,0,0,0,0,0,0,1,0
republic,0,0,0,0,0,1,0,0,0
reputation,0,0,0,0,0,0,0,1,0
request,0,0,2,0,0,0,0,0,0
resent,1,0,0,0,0,0,0,0,0
resist,0,0,0,0,1,0,0,0,0
resold,0,0,0,0,0,1,0,0,0
resort,0,0,0,0,1,0,1,0,0
respark,0,0,0,0,1,0,0,0,0
respect,0,0,0,1,0,1,0,0,0
respond,0,0,0,0,1,0,0,0,0
response,0,0,0,0,0,1,0,0,0
responsibility,0,0,0,0,1,0,0,0,0
rest,0,1,0,1,1,1,0,0,0
restart,0,0,0,0,1,0,0,0,0
restaurant,0,0,0,1,0,0,0,1,0
restin,0,0,2,0,0,0,0,0,0
restless,0,0,0,0,0,1,0,0,0
restraining,0,0,0,0,1,0,0,0,0
resume,0,0,0,0,1,0,0,0,0
resurgence,0,0,0,0,0,1,0,0,0
resurrect,0,0,0,0,0,1,0,0,0
retail,0,0,0,0,0,1,0,0,0
retard,0,0,0,0,0,1,0,0,0
retarded,0,0,0,0,0,1,0,0,0
retired,0,0,0,0,0,0,1,0,0
retirin,0,0,0,0,0,1,0,0,0
retracin,0,0,0,0,1,0,0,0,0
return,1,0,0,0,0,0,0,0,0
reunion,0,0,0,0,0,1,1,0,0
reupholstered,0,0,0,0,1,0,0,0,0
reveal,0,0,2,0,0,0,0,0,0
revealing,0,0,0,0,0,0,1,0,0
revelation,0,0,2,0,0,0,0,0,0
revere,0,0,0,0,1,0,0,0,0
reverend,0,0,0,1,0,0,0,0,0
reverse,0,0,0,0,0,0,0,1,0
revolution,0,0,2,1,1,0,0,0,0
revolutionary,0,0,0,0,1,0,0,0,0
rewind,0,1,0,0,0,0,0,0,0
rewrite,0,0,0,0,1,0,0,0,0
rey,0,0,0,0,0,0,1,0,0
rhinestone,0,0,0,0,0,1,0,0,0
rho,0,0,0,0,0,1,0,0,0
rhy,0,0,0,0,0,1,0,0,0
rhyme,0,0,0,5,1,7,0,0,0
rhymefest,0,0,0,1,0,0,0,0,0
rhymin,0,1,0,0,0,0,0,0,0
rhythm,0,0,0,0,0,1,0,0,0
rhythmatic,0,0,0,0,0,1,0,0,0
rib,0,0,0,0,0,1,0,0,0
ribbon,0,0,0,0,0,1,0,0,0
rican,0,0,0,0,0,0,1,0,0
rice,0,0,0,0,0,0,1,0,0
rich,0,3,2,0,2,2,3,1,1
richie,0,0,0,0,0,0,1,0,0
rick,0,0,0,1,3,0,0,0,1
ricky,0,0,0,0,0,0,1,0,0
ride,0,0,2,3,0,3,3,2,0
rider,0,0,0,0,0,2,0,0,0
ridiculous,0,0,0,0,1,0,0,0,0
ridin,0,0,0,2,0,0,0,0,0
riding,0,0,2,1,0,0,0,0,0
riff,0,0,0,0,0,1,0,0,0
riggins,0,0,0,0,0,0,1,0,0
rihanna,0,0,0,0,1,0,1,0,0
rim,0,0,0,1,0,2,0,0,0
ring,0,1,0,0,3,2,1,0,0
ringed,0,0,0,0,0,0,1,0,0
ringin,0,0,0,0,0,0,1,0,0
rio,0,0,0,0,0,0,0,1,0
rip,0,0,0,0,0,0,1,0,0
riperton,0,0,0,0,0,1,0,0,0
ripped,0,0,0,0,0,1,0,0,0
rise,0,0,0,1,0,0,1,1,0
risin,0,0,0,0,0,1,0,0,0
risk,0,0,0,0,0,1,0,0,0
ritter,0,0,0,0,0,1,0,0,0
rivalry,0,1,0,0,0,0,0,0,0
rivera,0,0,0,0,0,1,0,0,0
roach,0,0,0,0,1,1,0,0,0
road,3,0,2,0,1,1,1,0,0
roam,0,1,0,0,0,0,0,0,0
rob,0,0,0,0,0,0,1,0,0
robbed,0,0,0,1,0,0,0,0,0
robe,0,0,0,0,0,1,0,0,0
roberson,0,1,0,0,0,0,1,0,0
robert,0,0,0,1,0,0,0,0,0
robinson,0,0,0,0,0,1,0,0,0
robocop,1,0,0,0,0,0,1,0,0
robot,1,0,0,0,0,0,0,0,0
roc,0,0,0,4,0,3,0,0,0
rocafella,0,1,0,1,0,3,0,0,0
rocafellas,0,0,0,0,0,1,0,0,0
rock,0,3,2,4,3,3,3,1,0
rocka,0,0,0,0,0,0,0,1,0
rocked,0,0,0,1,0,1,0,0,0
rockefeller,0,0,0,0,0,1,0,0,0
rocker,0,0,0,0,0,0,0,1,0
rockin,0,0,0,0,0,1,1,1,0
rocking,0,0,0,0,1,0,0,0,0
rockstar,0,0,0,0,0,0,0,1,0
rocky,0,0,0,0,0,0,1,0,0
rode,0,0,0,0,1,2,0,0,0
rodeo,0,0,0,0,0,1,1,0,0
rodman,0,0,0,0,0,0,1,0,0
role,0,1,0,1,0,1,0,0,0
roleplay,0,0,0,0,1,0,0,0,0
rolex,0,0,0,0,1,0,0,0,0
rolie,0,0,0,0,0,0,1,0,0
roll,2,2,2,3,1,3,3,1,0
rollie,0,0,0,0,1,0,0,0,0
rollies,0,0,0,0,1,1,0,0,0
rollin,0,0,0,1,1,1,0,0,0
rolling,0,0,0,0,1,1,0,0,0
rolly,0,0,0,0,0,1,0,0,0
roman,0,0,0,0,0,0,0,1,0
romance,0,1,0,1,0,0,0,0,0
romantic,0,0,0,0,1,0,0,0,0
rome,0,0,0,0,0,0,0,1,0
romeo,0,0,0,0,0,1,0,0,0
romey,0,0,0,0,0,0,0,1,0
ronald,0,0,0,1,0,0,0,0,0
roof,0,0,0,1,1,1,0,0,0
rookie,0,0,0,0,1,0,1,0,0
room,2,2,0,2,1,3,1,1,0
root,0,0,0,1,0,0,1,0,0
rope,0,0,0,0,1,0,1,0,1
rosa,0,0,0,0,1,0,0,0,0
rosary,0,0,0,0,0,1,0,0,0
rose,0,0,2,2,0,0,0,2,0
rosewood,0,0,0,0,1,0,0,0,0
rosie,0,1,0,1,0,0,0,0,0
ross,0,1,0,0,2,0,1,0,0
roster,0,0,0,0,1,0,0,0,0
rosé,0,0,0,0,1,0,0,0,0
rotation,0,0,0,1,0,0,0,0,0
rottweiler,0,0,0,0,0,0,1,0,0
round,0,1,0,1,2,1,4,2,1
route,0,0,0,0,1,0,0,0,0
rove,0,0,0,0,1,0,0,0,0
rover,0,0,0,1,0,1,0,1,0
rowlands,0,0,0,0,1,0,0,0,0
rrrroc,0,0,0,1,0,0,0,0,0
rrrrright,0,0,0,1,0,0,0,0,0
rubber,0,0,0,1,1,0,0,0,0
rubbery,0,0,0,0,0,1,0,0,0
rubbin,0,0,0,0,1,0,0,0,1
ruby,0,0,0,1,0,0,0,0,0
rude,0,0,0,0,0,2,1,0,0
rudolph,0,0,0,0,0,1,0,0,0
rugby,0,0,0,1,0,0,0,0,0
ruined,0,0,0,0,0,0,1,0,0
rule,1,0,0,0,0,1,0,1,1
rum,0,0,0,0,0,0,0,0,1
rumble,0,0,0,0,1,0,0,0,0
rumor,0,1,0,0,0,0,1,0,0
runaway,0,0,0,0,1,0,0,0,0
runner,0,1,0,0,0,1,0,0,0
runnin,0,0,0,0,2,0,2,0,0
running,2,2,0,0,2,1,0,1,0
rush,0,0,0,2,0,0,0,0,0
russell,0,0,0,0,0,1,1,0,1
rutberg,0,0,0,0,0,0,1,0,0
ruth,0,0,0,0,1,1,0,0,0
rza,0,0,0,0,2,0,0,0,0
sack,0,0,0,0,1,0,0,0,0
sacrifice,1,0,0,0,1,0,0,0,0
sad,0,0,0,1,0,1,1,0,0
saddam,0,0,0,1,0,0,0,0,0
sadie,0,0,0,0,0,1,0,0,0
safe,0,0,4,0,0,2,1,0,0
saga,0,0,0,0,0,0,0,1,0
sail,0,0,0,0,0,0,1,0,0
saint,0,0,0,0,0,0,2,1,0
sake,0,0,0,0,1,0,0,0,0
sakiya,0,0,0,0,0,0,1,0,0
salad,0,0,0,0,0,1,0,0,0
salary,0,0,0,0,0,0,1,0,0
sale,0,0,0,1,0,0,0,0,0
salma,0,0,0,0,1,0,0,0,0
salon,0,0,0,1,0,0,0,1,0
salt,0,0,0,0,0,0,1,0,0
salty,0,1,0,0,0,0,0,0,1
sam,0,0,0,1,0,1,0,0,0
samoria,0,0,0,0,0,0,1,0,0
sampha,0,0,0,0,0,0,1,0,0
sample,0,1,0,2,1,1,0,1,1
sanctuary,0,0,2,0,0,0,0,0,0
sand,0,0,2,0,0,0,0,0,0
sandifer,0,0,0,0,0,0,1,0,0
sandwich,0,0,0,0,0,0,1,0,0
sane,0,0,2,0,1,1,0,0,0
sara,0,0,0,1,0,0,0,0,0
sarcophagus,0,0,0,0,1,0,0,0,0
sars,0,0,0,0,0,1,0,0,0
sasquatch,0,0,0,0,1,0,0,0,0
sat,0,0,0,0,0,0,1,0,0
satan,0,0,0,0,1,0,1,0,0
satisfied,0,0,0,0,2,1,0,1,0
saturday,0,0,0,1,0,0,0,0,0
sauce,0,0,0,0,0,0,0,1,0
savage,0,0,0,0,0,0,0,0,1
save,0,0,0,1,0,5,0,0,0
saved,0,0,4,0,0,2,0,0,0
saver,0,0,0,0,0,1,0,0,0
savin,0,0,0,0,0,1,0,0,0
saving,0,0,0,0,0,1,0,0,0
savior,0,0,0,1,0,0,0,0,0
saviour,0,0,2,0,0,0,0,0,0
saxophone,0,0,2,0,0,1,0,0,0
sayin,0,2,2,2,0,4,1,1,0
scammer,0,0,0,0,0,0,1,0,0
scandal,0,0,0,0,1,1,0,0,1
scar,0,0,0,0,0,0,1,0,1
scare,0,0,0,0,0,0,0,0,1
scared,0,1,0,0,0,1,1,1,1
scarface,0,0,0,0,1,0,0,0,0
scary,0,0,0,0,0,1,2,0,1
scene,1,0,0,1,1,0,0,0,0
schedule,0,0,0,0,0,1,0,0,0
scheduled,0,0,0,0,0,0,1,0,0
scheme,0,1,0,0,0,1,0,0,0
schemin,0,0,0,0,0,0,0,0,1
schizoid,0,0,0,0,1,0,0,0,0
scholarship,0,0,0,0,0,1,0,0,0
school,0,1,0,5,2,10,2,2,1
scott,0,0,0,1,1,0,1,2,0
scottheron,0,0,0,1,1,0,0,0,0
scratch,0,0,0,0,0,1,0,1,0
scratched,0,0,0,0,0,1,0,0,0
scratching,0,0,0,0,0,1,0,0,0
scream,0,1,2,1,3,1,0,1,0
screamed,0,0,0,0,0,0,0,0,1
screamin,0,0,2,0,1,2,0,1,1
screaming,1,0,0,0,0,1,0,0,0
screen,1,0,0,2,1,1,0,0,0
screw,0,0,0,1,0,0,0,0,0
screwed,0,0,0,0,2,0,0,0,0
scrilla,0,0,0,1,0,0,0,0,0
scrippers,0,0,0,0,0,1,0,0,0
script,0,0,0,0,0,0,1,0,0
scrotum,0,1,0,0,0,0,0,0,0
scrubbed,0,0,0,0,0,1,0,0,0
scrutiny,0,1,0,0,0,0,0,0,0
scumbags,0,0,0,0,1,0,0,0,0
seagal,0,0,0,0,0,1,0,0,0
sean,0,0,0,0,1,1,0,0,0
seance,0,0,0,0,1,0,0,0,0
search,0,0,0,1,0,0,0,0,0
searchin,0,0,2,0,0,0,0,0,0
season,0,0,0,1,0,0,0,1,1
seasoned,0,1,0,0,0,0,0,0,0
seat,0,1,0,0,1,1,0,0,0
seatsomethin,0,0,0,0,0,0,1,0,0
secondclass,0,0,0,0,0,0,1,0,0
secondstring,0,0,0,0,0,0,0,1,0
secret,1,0,0,0,1,0,1,0,0
secretary,0,1,0,1,0,1,1,0,0
securr,0,0,0,0,0,1,0,0,0
sedan,0,0,0,0,1,0,0,0,0
seed,0,0,0,0,0,1,0,0,0
seein,0,0,4,2,0,0,0,0,0
seek,0,1,0,0,0,0,0,0,0
seh,0,0,0,0,0,0,0,1,0
seizure,0,0,0,1,0,0,0,0,0
selfconscious,0,0,0,0,0,1,0,0,0
selfcontrol,0,0,0,0,0,0,1,0,0
selfdown,0,0,0,0,0,1,0,0,0
selfesteem,0,0,0,0,0,2,1,0,0
selfies,0,0,2,0,0,0,0,0,0
selfish,0,0,0,0,0,0,1,1,0
sell,1,1,0,3,0,2,1,0,0
sellin,0,0,0,0,0,0,1,0,0
selling,0,0,0,0,0,1,0,0,0
sellout,0,1,0,0,0,0,0,0,0
send,0,1,0,3,0,3,1,1,0
sendin,0,0,0,0,0,1,0,0,0
sending,0,0,0,1,0,0,0,0,0
senile,0,0,0,1,0,0,0,0,0
senioritis,0,0,0,0,0,1,0,0,0
sensation,0,0,0,0,1,0,0,0,0
sense,0,0,0,3,1,0,0,0,0
sensitive,0,1,0,0,0,0,0,0,1
sentimental,0,0,0,0,0,0,0,0,1
separated,0,0,0,0,0,0,0,1,0
serato,0,0,0,0,1,0,0,0,0
serena,0,0,0,1,0,0,0,0,0
serenity,0,0,0,0,0,0,1,0,0
sergio,0,0,0,0,1,0,0,0,0
serve,0,0,0,0,0,0,0,0,1
served,0,0,0,1,0,0,0,1,0
service,0,0,4,0,1,1,1,0,0
session,0,1,0,0,0,1,0,0,0
set,1,0,2,0,2,3,3,0,2
settle,0,0,0,1,0,0,0,0,0
sex,0,0,0,0,2,3,1,1,0
sexually,0,1,0,0,0,0,0,0,0
sexy,0,1,0,1,2,2,0,0,0
sg,0,0,0,0,0,1,0,0,0
shabba,0,0,0,0,0,0,0,1,0
shade,0,0,0,1,0,0,1,0,1
shadow,0,1,0,0,0,0,0,0,0
shady,0,1,0,0,0,0,0,0,0
shaka,0,0,0,0,0,0,0,1,0
shake,0,1,0,0,1,0,1,0,2
shakin,0,0,0,0,0,1,0,0,0
shaking,0,0,0,0,0,0,0,1,0
shakur,0,0,0,0,0,1,0,0,0
shakyass,0,0,0,0,0,0,0,0,1
shalt,0,0,2,0,1,0,0,0,0
sham,0,0,0,0,0,0,0,1,0
shame,0,0,0,0,1,0,0,0,0
shape,0,0,0,0,1,0,0,0,0
share,0,0,0,0,0,0,1,0,0
shared,0,0,0,0,0,0,1,0,0
sharin,0,0,0,1,0,1,0,0,0
shattered,0,0,0,0,1,0,0,0,0
shaw,0,0,0,0,0,0,1,0,0
shawty,0,1,0,0,0,0,0,0,0
sheet,0,0,0,1,0,1,1,0,0
shelf,0,0,0,0,0,1,0,0,0
shell,0,2,0,1,0,0,1,0,1
shiela,0,0,0,0,0,1,0,0,0
shield,0,0,0,0,0,0,1,0,0
shift,0,0,0,0,0,0,2,0,0
shine,0,2,2,3,0,3,1,0,2
shinin,0,0,0,1,0,0,0,1,1
shining,0,0,0,0,1,0,0,0,0
ship,0,0,0,0,0,0,1,0,0
shirley,0,0,0,3,0,1,0,0,1
shirt,0,0,0,0,0,1,0,0,0
shit,1,12,0,10,8,12,11,5,4
shitim,0,0,0,0,0,0,0,1,0
shitthe,0,0,0,0,0,1,0,0,0
shocked,0,0,0,0,0,0,0,0,1
shoe,0,2,0,1,3,1,3,0,0
shook,0,0,0,0,0,1,0,0,0
shoot,0,0,0,2,2,0,1,0,0
shootin,0,1,0,0,1,0,0,0,0
shooting,0,0,0,0,1,0,0,0,0
shop,0,1,0,1,1,1,0,0,1
shoppin,0,0,0,0,0,1,1,0,0
shopping,0,0,0,0,1,0,0,0,0
shore,0,0,0,1,0,0,0,0,0
short,0,0,2,0,1,0,0,0,0
shorten,0,0,0,0,0,1,0,0,0
shorties,0,0,0,2,0,0,0,0,0
shortminded,0,0,0,0,1,0,0,0,0
shorty,1,0,0,3,1,1,0,0,0
shortys,0,0,0,0,0,1,0,1,0
shot,0,0,0,0,0,1,3,1,1
shoulda,0,1,0,1,0,0,0,0,0
shoulder,0,0,0,0,0,0,0,1,0
shouldnt,0,0,0,0,0,0,1,0,0
shouldve,0,0,0,0,0,0,0,1,0
shout,0,0,0,0,0,0,3,0,0
shoutout,0,0,0,0,0,0,2,0,0
showbiz,0,0,0,1,0,0,0,0,0
shower,0,0,0,1,0,0,0,1,0
shrink,0,1,0,0,0,0,0,0,0
shshes,0,0,0,0,1,0,0,0,0
shut,0,0,0,0,0,1,2,0,0
shy,0,1,0,1,0,0,0,0,0
shyne,0,0,0,0,0,1,0,0,0
sia,0,0,0,0,0,0,2,0,0
sibling,0,1,0,0,0,0,0,0,0
sick,0,1,0,2,1,2,0,0,0
side,1,3,2,3,0,2,1,1,0
sider,0,0,0,0,0,0,1,0,0
sideways,0,1,0,0,0,0,0,0,0
sierra,0,0,0,1,0,0,0,0,0
siffre,0,1,0,0,0,0,0,0,0
sigel,0,0,2,0,0,0,0,0,0
sight,1,1,2,1,0,0,0,1,0
sighting,0,0,0,0,0,0,1,0,0
sigma,0,0,0,0,0,1,0,0,0
sign,1,0,0,5,3,3,0,1,0
signed,0,0,0,2,0,6,0,0,0
signing,0,0,0,1,0,0,0,0,0
silence,0,0,0,0,0,0,0,0,1
silhouette,0,0,0,0,0,1,0,0,0
silly,0,0,0,0,1,0,0,0,1
silver,0,0,0,0,0,0,1,0,0
simba,0,0,0,0,0,1,0,0,0
simmons,0,0,0,0,0,0,0,0,1
simone,0,0,0,0,0,0,1,1,0
simple,0,0,0,0,0,1,0,0,0
simply,0,0,0,1,0,0,0,0,0
simpson,0,0,0,0,0,1,0,0,0
sin,0,0,0,0,1,1,0,1,1
sing,0,1,6,1,0,4,0,0,1
singer,0,0,0,0,0,0,1,0,0
single,0,1,4,1,0,3,0,0,1
sings,0,0,0,1,0,0,0,0,0
singshe,0,0,0,1,0,0,0,0,0
sinjin,0,0,0,0,0,0,1,0,0
sink,0,0,0,0,0,0,0,1,0
sinkin,0,0,0,1,0,0,0,0,0
sinking,0,1,0,0,0,0,0,0,0
sip,0,0,0,1,0,2,1,1,0
sippin,0,0,0,0,0,2,2,1,0
sipping,0,0,0,0,1,0,0,0,0
sippy,0,1,0,0,0,0,0,0,0
sir,0,0,0,1,0,1,0,0,0
sister,0,0,0,0,0,1,2,0,0
sit,0,2,2,1,0,3,0,0,0
sitins,0,0,0,0,0,1,0,0,0
sittin,0,0,0,0,1,1,0,1,0
sitting,0,0,0,1,1,1,0,0,0
situation,0,0,0,0,0,1,0,0,0
sixteen,0,0,0,2,0,0,0,0,0
sixtyfive,0,0,0,0,1,0,0,0,0
size,0,0,0,1,0,0,0,0,0
sizzling,0,0,0,0,0,1,0,0,0
sizzurp,0,0,0,0,0,1,0,0,0
sk,0,0,0,0,0,0,0,1,0
skate,0,0,0,0,0,0,1,0,0
skeet,0,0,0,0,0,1,0,0,0
skeeted,0,0,0,1,0,0,0,0,0
ski,0,0,0,0,0,0,0,1,0
skin,0,0,0,1,1,0,1,2,2
skined,0,1,0,0,0,0,0,0,0
skinny,0,0,0,0,0,0,0,1,0
skirt,0,0,0,0,0,0,0,1,0
skit,0,0,0,2,0,1,0,0,0
skrrt,0,0,0,0,0,0,1,0,0
skull,0,0,0,0,0,1,0,0,0
skunk,0,0,0,0,1,0,0,0,0
sky,1,1,0,3,2,6,3,0,0
skyline,0,1,0,0,0,0,0,0,0
skyscraper,0,0,0,1,0,0,0,0,0
slab,0,0,0,1,0,0,0,0,0
slam,0,1,0,0,0,0,1,0,0
slammer,0,0,2,0,0,0,0,0,0
slapped,0,0,0,0,1,0,0,0,0
slave,0,0,2,3,2,0,2,1,1
slavery,0,0,0,0,0,0,0,0,1
slayed,0,1,0,0,0,0,0,0,0
sleazy,0,1,0,0,0,0,0,0,0
sleep,2,0,0,3,0,1,1,1,1
sleepin,0,1,0,0,0,0,0,0,0
sleeping,0,1,0,0,0,0,1,0,0
sleepy,0,0,0,0,1,0,0,0,0
sleeve,0,0,2,1,1,1,0,1,0
slick,0,0,0,1,0,0,0,0,1
slide,0,0,0,0,0,1,1,0,0
slidin,0,0,0,0,0,1,0,0,0
slight,0,0,2,0,0,0,0,1,0
slightest,0,0,0,0,1,0,0,0,0
slip,0,1,0,0,0,0,0,0,0
slipped,0,0,0,0,0,1,0,0,0
slippery,0,0,0,0,0,0,1,0,0
slomo,0,0,0,0,0,0,1,0,0
slow,1,0,0,4,2,2,2,1,0
slower,0,0,2,0,0,0,0,0,0
slowly,0,0,0,0,1,0,0,0,0
sly,0,0,0,0,0,1,0,0,0
smack,0,0,0,0,0,0,1,0,1
small,1,0,0,0,0,1,0,0,0
smart,0,0,0,0,0,4,0,0,0
smartest,0,0,0,0,0,1,0,0,0
smash,0,0,0,0,0,0,0,1,1
smashed,0,0,0,0,0,0,0,1,0
smell,0,1,0,0,1,0,0,0,0
smellin,0,0,0,1,0,0,1,0,0
smile,0,0,0,2,0,0,1,1,0
smiled,0,0,0,0,0,0,1,0,0
smiling,0,0,0,0,1,1,0,0,0
smith,0,1,0,0,0,0,0,0,1
smoke,0,0,0,4,0,4,1,0,1
smokescreen,0,1,0,0,0,0,1,0,0
smokey,0,0,0,0,0,1,0,0,0
smokin,0,0,0,2,0,0,0,0,1
smoking,1,0,2,1,1,2,0,0,0
smoothie,0,0,0,0,0,0,1,0,0
snake,0,1,0,0,0,0,0,0,0
snakeass,0,0,0,0,0,0,0,1,0
snap,0,0,0,0,0,0,1,0,0
snapback,0,0,0,0,0,0,0,1,0
snatch,0,0,0,0,0,1,1,0,0
snatched,0,0,0,0,1,2,0,0,0
sneaker,0,0,0,0,0,1,0,0,0
sniffin,0,0,0,0,1,0,0,0,0
snipe,0,0,0,0,0,0,0,0,1
snitch,0,0,0,0,0,0,0,0,1
snitchin,0,0,0,0,0,1,0,0,0
snl,0,0,0,0,1,0,0,0,0
snooze,0,0,0,0,0,0,1,0,0
snorin,0,0,0,1,0,0,0,0,0
snort,0,0,0,0,0,0,0,1,0
snow,1,0,0,0,0,0,0,0,0
snub,0,0,0,0,0,0,0,0,1
sob,0,1,0,0,0,0,0,0,0
sober,0,1,0,0,0,0,1,1,0
socked,0,0,0,0,0,0,0,0,1
socrates,0,0,0,0,1,0,0,0,0
soda,0,0,2,1,0,0,0,0,0
sodium,1,0,0,0,0,0,0,0,0
sofa,0,0,0,1,1,0,0,1,0
sofsofsofter,0,0,0,0,0,0,0,1,0
sofsofter,0,0,0,0,0,0,0,1,0
soft,0,1,0,0,0,0,1,1,0
softer,0,0,0,0,0,0,0,1,0
solar,0,0,2,0,0,0,0,0,0
sold,0,0,0,2,0,0,0,0,0
soldier,0,0,2,1,1,0,0,0,0
soleil,0,0,0,0,1,0,0,0,0
solved,1,0,0,0,0,0,0,0,0
som,0,0,0,0,0,1,0,0,0
someday,0,0,0,0,0,0,0,0,1
somethin,1,1,0,7,2,3,3,1,3
son,0,1,4,0,0,3,2,0,0
sonic,0,0,0,0,0,0,1,0,0
sophomore,0,0,0,0,0,1,0,0,0
soror,0,0,0,0,0,1,0,0,0
sorrow,0,1,0,0,1,0,0,0,0
sort,0,1,0,1,0,0,0,0,0
sorta,0,1,0,0,0,0,0,0,0
soul,2,4,6,5,3,6,4,2,1
soulful,0,0,0,0,0,1,0,0,0
soulless,0,0,0,0,0,0,0,1,0
sound,0,1,0,2,2,4,0,0,0
soundin,0,0,0,0,0,1,0,0,1
soundtrack,0,0,0,1,0,0,0,0,0
soup,0,0,0,1,0,0,0,0,0
souped,0,0,0,0,0,1,0,0,0
sour,0,0,0,0,0,0,0,1,0
source,0,0,0,0,1,1,0,0,0
south,0,1,0,0,1,2,1,1,0
southside,0,0,0,0,0,2,1,0,0
sox,0,0,0,0,0,0,1,0,0
space,0,0,0,0,1,1,0,0,1
spaceship,0,0,0,0,0,1,0,0,0
spadoni,0,0,0,0,0,0,1,0,0
spalding,0,0,0,0,1,0,0,0,0
spanish,0,0,0,1,1,0,0,0,0
spare,0,0,0,0,1,0,0,0,0
spark,0,1,0,0,0,0,0,0,0
spaz,0,1,0,0,0,0,1,0,0
spazzed,0,1,0,0,0,0,0,0,0
spazzin,0,0,2,0,0,0,1,0,0
speak,1,1,0,3,1,0,2,0,1
speakin,0,0,0,0,0,0,0,1,0
speaks,0,0,0,1,0,0,0,0,0
special,0,0,0,0,1,1,0,0,0
specially,0,1,0,0,1,0,0,0,0
specific,0,0,0,0,0,1,0,0,0
spective,0,0,0,0,0,1,0,0,0
sped,0,0,0,0,0,1,0,0,0
spedup,0,0,0,0,0,1,0,0,0
speed,0,1,0,0,0,0,1,0,0
speedboat,0,0,0,0,1,0,0,0,0
speedin,0,0,0,0,1,0,0,0,0
speedo,0,1,0,0,0,0,0,0,0
spell,0,1,0,0,0,0,0,0,0
spencer,0,0,0,0,0,1,0,0,0
spend,2,1,0,2,0,3,0,0,1
spendin,0,0,0,0,0,1,1,1,0
spending,0,0,0,1,0,1,0,0,0
spent,0,2,0,0,2,1,1,0,0
spiel,0,0,0,0,1,0,0,0,0
spike,0,0,0,0,0,0,1,0,0
spill,0,0,0,0,1,0,0,0,0
spilled,0,1,0,0,0,0,0,0,0
spillin,0,0,0,0,2,0,1,0,0
spin,0,0,0,0,0,2,2,0,0
spinner,0,0,0,1,0,1,0,0,0
spinnin,0,0,0,0,1,0,0,0,0
spinning,1,0,0,0,0,0,0,0,0
spirit,0,0,2,0,0,2,2,0,1
spiritual,0,0,0,0,0,1,1,0,0
spit,0,2,0,0,1,7,0,0,0
spittin,0,0,0,0,0,2,0,0,0
spitting,0,0,0,0,0,1,0,0,0
splash,0,1,0,0,0,0,0,0,0
split,0,0,0,1,1,0,0,0,0
splurgin,0,1,0,0,0,0,0,0,0
spoil,0,0,2,1,0,0,1,0,0
spoiled,1,0,0,0,0,0,0,0,0
spoke,0,0,0,0,1,1,1,0,0
spoken,0,0,0,1,0,2,2,0,1
spontaneous,0,0,0,1,0,0,0,0,0
spoon,1,0,0,0,0,0,0,0,0
sport,1,1,0,0,1,0,0,1,0
sposed,0,0,0,1,0,0,0,1,0
spot,1,1,0,3,1,0,0,0,0
spotlight,0,0,0,0,1,0,0,0,0
spouse,0,1,0,0,0,0,1,2,0
spray,0,0,0,0,0,0,0,2,0
spraytan,0,0,0,0,0,0,1,0,0
spread,0,0,0,0,1,0,0,0,0
spree,0,1,0,0,0,0,0,0,0
sprewells,0,0,0,0,1,0,0,0,0
spring,1,0,2,0,0,0,0,0,0
springsteen,0,0,0,2,0,0,0,0,0
sprinter,0,0,0,0,0,0,1,0,0
spunk,0,0,0,0,0,0,0,1,0
squad,0,0,0,0,0,1,0,0,0
square,0,1,0,0,0,0,1,0,0
squeezing,0,0,0,1,0,0,0,0,0
sri,0,0,0,0,1,0,0,0,0
st,0,0,0,1,1,0,1,0,0
stab,0,0,2,0,0,0,0,0,0
stack,0,0,0,0,1,3,4,2,0
stadium,0,1,0,0,0,0,1,0,0
stage,0,0,0,0,0,1,1,0,0
stair,0,0,0,1,1,0,0,0,0
stake,0,0,0,0,0,1,0,0,0
stamen,1,0,0,0,0,0,0,0,0
stammering,0,0,0,1,0,0,0,0,0
stand,0,3,2,2,1,1,0,0,0
standin,0,0,0,0,0,0,1,0,0
standing,1,1,0,0,2,2,0,0,0
stank,1,0,0,0,0,0,0,0,0
star,1,3,2,2,2,1,2,2,0
stare,0,0,0,0,0,0,1,0,0
staring,0,0,0,0,0,1,0,0,0
starry,0,0,0,0,0,0,0,0,1
starstruck,0,0,0,0,0,1,0,0,0
